(-7.174430094663563e-16+0j) (-4.605647173308563e-16+0j) 0j 0j 0j 0j 0j 0j 0j (1.860313735927082e-17-2.2086565058881367e-16j) (1.860313735927082e-17+2.2086565058881367e-16j) (1.4897390730461458e-16+0j) (2.6068134421819327e-16+0j) (0.0527878480207294+0j) (0.149903485027217+0j) (0.16568637304080344+0j) (0.17512030215129523+0j) (0.23446005257727093+0j) (0.25429352532994126+0j) (0.26990153534874883+0j) (0.36310173737435014+0j) (0.3955227173187536+0j) (0.42393425130454926+0j) (0.4586557840122808+0j) (0.4753769971721349+0j) (0.5277524023885011+0j) (0.6025960749795625+0j) (0.6241060502511371+0j) (0.7033320837144925+0j) (0.7077255534088958+0j) (0.7866860088343123+0j) (0.8081795702070017+0j) (0.8802195789596806+0j) (0.9999999999999991+0j) (0.9999999999999993+0j) (0.9999999999999996+0j) (1.0000000000000002+0j) (1.0000000000000013+0j) (1.0000000000000018+0j) (1.0000000000000024+0j) (1.0000000000000075+0j) (1.0432223291666594+0j) (1.2321868554508493+0j) (1.2516891565797512+0j) (1.3559961843189499+0j) (1.362581573443122+0j) (1.433234889491317+0j) (1.5533865035858883+0j) (1.5818249352886353+0j) (1.6646233165415523+0j) (1.7483685558223083+0j) (1.8063276381931486+0j) (1.8712315704904576+0j) (1.9341801139300951+0j) (1.938487237789086+0j) (2.000000000000002+0j) (2.000000000000005+0j) (2.1986200422270894+0j) (2.3986556821732585+0j) (2.5314631632548483+0j) (2.551673954425726+0j) (2.5648521430971285+0j) (2.636717074211396+0j) (2.7248388764095384+0j) (2.7542771777761157+0j) (2.967333353140511+0j) (2.9999999999999973+0j) (3.0000000000000018+0j) (3.0000000000000018+0j) (3.000000000000003+0j) (3.0000000000000053+0j) (3.000000000000008+0j) (3.0294592482660287+0j) (3.5078840436504266+0j) (3.7027161633119507+0j) (3.856118274779794+0j) (3.9999999999999942+0j) (4.0000000000000036+0j) (4.000000000000004+0j) (4.000000000000007+0j) (4.000000000000008+0j) (4.000000000000015+0j) (4.154252862957899+0j) (4.514346342358007+0j) (4.809047870345996+0j) (4.814174712663597+0j) (4.832945182884383+0j) (4.9835749163085925+0j) (4.999999999999989+0j) (5.000000000000003+0j) (5.000000000000009+0j) (5.272251264416621+0j) (5.338608205541139+0j) (5.4530328887707356+0j) (5.83536122150673+0j) (5.8489506368840996+0j) (6.00000000000002+0j) (6.314862033915162+0j) (6.884880000597614+0j) (7.1755681519701335+0j) (7.424392087529204+0j) (7.943513407091596+0j) (8.618231782181342+0j) (9.092254565101873+0j) (9.438659952816497+0j) (9.863163346356634+0j) (9.875295578820094+0j) (10.140807356725531+0j) (11.121768997410388+0j) (11.340717363409219+0j) (11.506036984847778+0j) (12.614634770470825+0j) (13.527375527881302+0j) 
-1.6802784193046194e-15 -5.475097706087851e-16 -1.1363200432253677e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.988784333335997e-18 4.115247313756856e-16 5.813758537261687e-16 6.567116500223842e-16 7.219475991608407e-16 0.05679857093253275 0.22536403102300717 0.4188779421971302 0.42711233049158415 0.4612569976350302 0.6078900918848972 0.6313506281127597 0.6987440695941562 0.7365397508443189 0.7709710491378698 0.7988604879459023 0.8340961145722839 0.8604226699141146 0.892474756426206 0.9353903520275139 0.9999999999999996 0.9999999999999996 0.9999999999999996 1.0 1.0000000000000004 1.0000000000000009 1.000000000000001 1.148581383823242 1.2885216795312602 1.4233760867114646 1.4738423977352484 1.5549707204281602 1.5993146520443478 1.6238640397306174 1.7189393774234016 1.9999999999999956 2.0 2.000000000000002 2.0000000000000027 2.392328953843935 2.6197124394588878 2.7783698416165405 2.990598395692546 2.999999999999999 2.9999999999999996 3.0000000000000004 3.000000000000001 3.0000000000000044 3.0492017854091595 3.1778086889150416 3.5678422046414973 3.7877105974265253 3.8112162255947633 3.8452745632789425 3.999999999999995 3.999999999999997 4.000000000000003 4.0000000000000036 4.000000000000005 4.000000000000015 4.000000000000019 4.350601164962097 4.554336005063411 4.871048600656999 4.98602726776451 4.9999999999999805 5.000000000000009 5.0000000000000115 5.100196736050556 5.107096376725451 5.95651687279292 6.77173050135371 7.2237165788508495 7.381536386435981 7.999999999999965 7.999999999999995 8.000000000000005 8.073476270635592 8.520041113572606 9.314675035817134 11.166613349000531 11.88499202530223 13.204848035094175 13.273063811275124 20.051859992601283 
-1.0060852541067779e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.532366366104271e-16 7.328949723639547e-16 0.035198844204406526 0.08833348468747142 0.12061267392334986 0.13890676396014215 0.2011865751414847 0.2270385859534771 0.24433641930232183 0.32114539410058635 0.3451264823127159 0.3827768064451041 0.4023831076279431 0.4138137509996495 0.4325955685948192 0.45093721628331557 0.6072710032576527 0.7299717929990985 0.7572481722069975 0.8253622197200363 0.8417828254210342 0.8691439750429453 0.9771983558350097 0.9999999999999991 0.9999999999999993 0.9999999999999996 1.0 1.0 1.0000000000000004 1.1493528374213493 1.2471482518732087 1.3161799632073667 1.3300590212767691 1.4281784433728126 1.5297180509669401 1.5865632249378339 1.6235584536311138 1.7376133093709891 1.7463512289321224 1.9311112059474969 1.9482664502004803 1.999999999999997 2.0 2.000000000000001 2.0000000000000044 2.040847309849012 2.376958270169893 2.428824169111795 2.4398125016186643 2.503833557404985 2.545900537117134 2.687723444308061 2.8775337132927703 2.9999999999999982 3.0 3.0000000000000036 3.1878486375471176 3.2617599985311596 3.319760246970096 3.3771511364872264 3.5439959929348404 3.64547566603335 3.795108963085416 3.8241900681327157 3.84548426899124 3.8911174737846834 3.999999999999989 3.999999999999997 3.999999999999998 3.9999999999999982 3.9999999999999987 3.9999999999999996 4.0 4.0 4.000000000000006 4.015726810745068 4.585721725330313 4.793373016329128 4.845779471764515 5.059430726969695 5.086235059552679 5.224278449585247 5.253448701773319 5.290023644009004 5.424306919694452 5.619958193211457 5.866342498027134 6.000000000000009 6.018086217673434 6.353387002724064 6.864065572681031 7.168478097485958 8.345205449699572 8.795842144728601 8.999742023254344 9.100569589763325 9.203854342418273 9.751910398220987 10.351402359302439 10.37794170037321 10.54232456786112 11.105770109075152 13.189464061131806 14.187534732086565 
-9.164054705857283e-16 -6.609126943849873e-16 -5.876551704362146e-16 -3.004208496049356e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.4759642845096534e-16 6.149912614700996e-16 0.024833817797051225 0.04813131125482089 0.09132838655159092 0.1035475227952182 0.12937744866642278 0.19446318166171855 0.2200984653696585 0.3144578577020428 0.35737547283975357 0.3996248506769604 0.5602951239695957 0.5889777838361232 0.6214221272288567 0.626805614426406 0.6669525017276908 0.7334367651064713 0.7624682339858956 0.8070208446951661 0.9999999999999942 0.9999999999999967 1.0000000000000007 1.000000000000002 1.2162202358842131 1.2439262830454736 1.2844528386079987 1.4917048721007786 1.5703359445177623 1.5906408014441031 1.6563211968669769 1.6879977258136052 1.7632201041142652 1.9999999999999964 2.0 2.000000000000003 2.000000000000003 2.000000000000004 2.126970485891182 2.1307287288124264 2.2645656546830577 2.4568426385283777 2.539296993368183 2.9311885794251022 2.9491200758118783 2.999999999999994 3.0 3.0000000000000013 3.000000000000003 3.0000000000000093 3.675225558973809 3.8191697687561064 3.8438351889318185 3.8668552544209795 3.9999999999999925 3.9999999999999996 4.0 4.000000000000001 4.000000000000001 4.0000000000000036 4.000000000000004 4.000000000000015 4.302256517216907 4.370562098302327 4.999999999999996 4.9999999999999964 4.999999999999997 5.000000000000001 5.000000000000002 5.000000000000003 5.00000000000001 5.000000000000021 5.16905682750132 5.261301022093234 5.331611145299999 5.823539297548399 5.87262505461255 5.891557325222326 5.999999999999959 6.00000000000001 6.044300025201143 6.058205886217988 6.478413032598195 6.727428841135484 7.072721656904701 7.229522901246785 7.395381818547191 7.454252001740406 7.575266575198692 7.591134530166113 7.952510669096075 8.000000000000028 8.09211404023615 9.372463581005949 9.413769037111706 11.04690736951287 16.11386250599405 
-5.381137301857367e-16 -5.993109379880995e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.2320625635150915e-17 2.4321985136714186e-16 2.57282287846066e-16 7.589121749830991e-16 1.1144485491382289e-15 1.1201710705496515e-15 0.035359237833295594 0.1329810483804719 0.1614094036024385 0.2573012874336889 0.33246018952735734 0.37848460088954483 0.5279373829696855 0.5431973281068722 0.6050980261326702 0.7267197447698357 0.767779911719789 0.7861140409022591 0.8537473243413058 0.9999999999999998 1.0 1.0000000000000002 1.0000000000000007 1.0000000000000009 1.000000000000002 1.001191247490766 1.0786825601474102 1.1150625113960786 1.1923550253619792 1.4474464324525829 1.5108431837724103 1.6480553067747148 1.7834194438316293 1.9185062139764077 1.999999999999997 2.0000000000000027 2.0000000000000036 2.000000000000004 2.0102074059460233 2.1925178437092057 2.3526349604083303 2.4645315464944457 2.702035304739273 2.8894547646889492 2.999999999999996 3.000000000000001 3.0000000000000013 3.0000000000000044 3.0000000000000044 3.0000000000000053 3.0000000000000084 3.1988948724620885 3.6172544065583927 3.8119602739113696 3.8471726008423635 3.86707293101774 3.9999999999999933 3.9999999999999982 3.9999999999999987 3.999999999999999 4.0 4.000000000000001 4.0000000000000036 4.000000000000008 4.216651602041092 4.506724275918387 4.724280204429567 4.754870715314092 4.999999999999991 5.000000000000006 5.000000000000008 5.224999870463305 5.61375086280467 5.99753236765248 5.9999999999999725 6.000000000000003 6.046435796719963 6.45233452566272 6.999999999999989 7.303527886746614 7.625970068771202 7.947770897326955 7.999999999999979 8.31330277303678 8.954299757855877 9.030776224280483 9.060563753523803 9.140489870927492 9.188226207556298 9.832081000696641 13.022598648196672 13.103200220690615 17.181724106792895 
(-1.4813962374506134e-15+0j) (-9.56957727077449e-16+0j) (-2.1317374011266022e-16-1.7813750208577173e-16j) (-2.1317374011266022e-16+1.7813750208577173e-16j) (-8.970987078135638e-17+0j) (-4.350863264636725e-17-1.4097749374357787e-16j) (-4.350863264636725e-17+1.4097749374357787e-16j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (3.9217784719430665e-17-7.040625717874681e-17j) (3.9217784719430665e-17+7.040625717874681e-17j) (3.7566182479186984e-16+0j) (3.9493669701047214e-16+0j) (4.0305065934273755e-16+0j) (7.306746516309862e-16+0j) (0.07650459590322696+0j) (0.16886685447245717+0j) (0.21802629935617543+0j) (0.2868383699230809+0j) (0.35498931499844577+0j) (0.374215224590415+0j) (0.4089546105703222+0j) (0.42851516415477653+0j) (0.5170092704242286+0j) (0.5861349545453897+0j) (0.6061168539960593+0j) (0.6319859840792813+0j) (0.6482028106253753+0j) (0.9999999999999983+0j) (0.9999999999999987+0j) (0.9999999999999992+0j) (0.9999999999999994+0j) (0.9999999999999996+0j) (1.000000000000001+0j) (1.0000000000000016+0j) (1.0000000000000027+0j) (1.0286395378152935+0j) (1.1805963259844663+0j) (1.2008553248878124+0j) (1.4770088892575286+0j) (1.5260516965418924+0j) (1.6087719154807802+0j) (1.6251009244868506+0j) (1.7664254151436638+0j) (1.8519555524476792+0j) (1.999999999999996+0j) (1.9999999999999993+0j) (1.9999999999999993+0j) (2+0j) (2.000000000000002+0j) (2.000000000000005+0j) (2.4737893447420602+0j) (2.518034682525952+0j) (2.5739739692736174+0j) (2.7849895370357527+0j) (2.9999999999999885+0j) (2.999999999999992+0j) (2.9999999999999982+0j) (2.9999999999999987+0j) (3.0000000000000004+0j) (3.0000000000000018+0j) (3.0000000000000044+0j) (3.000000000000005+0j) (3.0000000000000067+0j) (3.0000000000000067+0j) (3.000000000000008+0j) (3.034901071866372+0j) (3.2771631301033577+0j) (3.479730542474912+0j) (3.533512402855203+0j) (3.774045121684965+0j) (3.8457018939596725+0j) (3.864114325170538+0j) (3.999999999999978+0j) (3.9999999999999893+0j) (4.000000000000008+0j) (4.000000000000009+0j) (4.000000000000011+0j) (4.0000000000000115+0j) (4.354665638679252+0j) (4.595556047199528+0j) (4.732443833682477+0j) (5.472661594719118+0j) (5.970231869200342+0j) (6.517033889846822+0j) (6.896239128886946+0j) (7.069271132322895+0j) (7.122497393606393+0j) (7.157125133812933+0j) (7.421421938149913+0j) (8.720633625221938+0j) (8.859634387253207+0j) (12.37886247604073+0j) 
(-7.452056903721841e-16+0j) (-3.6876174300615976e-16+0j) (-2.7050528587590716e-16-2.812338215398907e-16j) (-2.7050528587590716e-16+2.812338215398907e-16j) (-1.2084076651494334e-16+0j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (5.4291423787211635e-17+0j) (9.483990365197037e-17+0j) (1.5303167444357515e-16+0j) (1.8205392547269026e-16+0j) (4.605617003338887e-16+0j) (6.059566851921357e-16+0j) (1.0922617127481735e-15+0j) (1.4674235894328597e-15+0j) (1.5402640950285759e-15+0j) (0.10766611033867068+0j) (0.1473201096321834+0j) (0.18694908854826414+0j) (0.2136822652710474+0j) (0.22324342012375592+0j) (0.3456983050105604+0j) (0.4420872208612685+0j) (0.4679111137620457+0j) (0.544784050821702+0j) (0.6177249387658762+0j) (0.6394067753331072+0j) (0.719099711107969+0j) (0.7724246064659638+0j) (0.999999999999999+0j) (0.999999999999999+0j) (0.9999999999999992+0j) (0.9999999999999994+0j) (0.9999999999999998+0j) (1.0000000000000009+0j) (1.000000000000001+0j) (1.0000000000000018+0j) (1.0000000000000018+0j) (1.000000000000002+0j) (1.0000000000000029+0j) (1.2573060797360314+0j) (1.3635711467007225+0j) (1.4438710481140193+0j) (1.4976853119620042+0j) (1.6058185725605147+0j) (1.6447556416908464+0j) (1.65270364466614+0j) (1.8080532168959678+0j) (1.9999999999999982+0j) (1.9999999999999987+0j) (2+0j) (2.000000000000003+0j) (2.000000000000003+0j) (2.0000000000000036+0j) (2.3537337484324143+0j) (2.5065516660035563+0j) (2.5700168859365715+0j) (2.9999999999999947+0j) (2.999999999999996+0j) (2.999999999999997+0j) (2.9999999999999987+0j) (2.999999999999999+0j) (3+0j) (3.0000000000000004+0j) (3.0000000000000004+0j) (3.0000000000000013+0j) (3.0000000000000013+0j) (3.000000000000002+0j) (3.0000000000000036+0j) (3.000000000000004+0j) (3.0000000000000044+0j) (3.000000000000005+0j) (3.0000000000000093+0j) (3.120514674707804+0j) (3.5175747922885283+0j) (3.788412198419445+0j) (3.8408271601888675+0j) (3.8518009143150986+0j) (3.8793852415718275+0j) (3.9999999999999885+0j) (3.9999999999999902+0j) (3.9999999999999996+0j) (4.000000000000002+0j) (4.00000000000001+0j) (4.3127157730827035+0j) (4.476346575379802+0j) (4.789979764727796+0j) (5.321353467233187+0j) (5.790273381122252+0j) (5.999999999999988+0j) (6.000000000000011+0j) (6.4615415725547045+0j) (6.695312972722318+0j) (7.026066295054218+0j) (7.227980257055832+0j) (7.730287360746704+0j) (8.745113680176452+0j) (11.197003189388093+0j) (12.095446050523138+0j) 
-1.395768015141504e-15 -1.0683934822699719e-15 -4.856149421167921e-16 -3.9789961970968666e-17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.3771293930770798e-16 6.49636673060076e-16 7.614743941719077e-16 0.05678556328545225 0.12511022376850614 0.16370493580153603 0.21293543165867224 0.29462856266704607 0.3349449163493019 0.3819660112501056 0.38747035518689554 0.45561228589937214 0.5104596988560882 0.5712651888742426 0.5974626515420043 0.7522427778928426 0.8077649331085881 0.8149503496279857 0.8225305759322388 0.8806227933589187 0.9999999999999996 0.9999999999999997 1.0000000000000004 1.0000000000000004 1.0000000000000013 1.0000000000000016 1.000000000000002 1.0000000000000022 1.0000000000000024 1.1298326490362027 1.1409023472588817 1.1520337058143701 1.3644348672693127 1.4451343988770935 1.5033902500461107 1.6044143547418197 1.7610579684071188 1.7641937621785657 1.9057558968214827 1.9999999999999973 2.0 2.0000000000000018 2.015207920285807 2.416830661326943 2.44696498219467 2.5006006296912187 2.5438974648077024 2.6180339887498927 2.8393302262689626 2.9999999999999996 3.000000000000001 3.000000000000002 3.000000000000002 3.0000000000000027 3.0000000000000036 3.0000000000000067 3.000000000000015 3.4191741572790417 3.4445299826390277 3.4964686424562337 3.7320191026636076 3.8548102326330658 3.8694585559699433 3.9543795953676195 3.9999999999999996 4.000000000000001 4.000000000000004 4.000000000000006 4.000000000000007 4.00000000000001 4.000000000000012 4.21569937685755 4.846018386176124 4.999999999999986 5.000000000000007 5.000000000000018 5.26859607949019 5.284196711927338 5.427911509602358 5.7199647260063315 5.722956362346298 6.000000000000002 6.50819874903214 6.954107973123471 6.99355086606584 7.108697725101908 7.869006876791515 7.920403949018418 7.969697772468902 8.000000000000009 8.006725278422145 8.2563147357604 8.512677385749866 8.728351053347179 9.499422953156365 9.654608749671812 10.020985854315942 10.31359000681598 10.346489958863579 11.424568922869332 12.166025754500414 17.167918684674174 
-1.0714216805147172e-15 -1.8712089449900589e-16 -1.3656024445993207e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.215445634108471e-16 0.03516446571575002 0.054220120942026905 0.10995956388971685 0.1346918329383924 0.20556990071337683 0.2428379586226787 0.24791891657518492 0.2895253838441961 0.31096230993701623 0.3398264185918183 0.40660141404434497 0.4291168068355541 0.5217411588363319 0.5785482358213454 0.5961468705676674 0.5972461176675643 0.6452227524968841 0.6524748701679715 0.7490984366699897 0.7537076281529328 0.8150541611317484 0.8345075589311922 0.8653871468655775 0.878884204815116 0.8864786706765629 0.9999999999999972 0.9999999999999974 0.9999999999999983 0.9999999999999997 1.0000000000000002 1.065202744217519 1.2244755775710408 1.3506407872814403 1.408785945148209 1.4744808355624264 1.487960589746715 1.5195603189107625 1.772785672912959 1.7897118866552528 1.8730250278016427 2.0000000000000013 2.261009563616004 2.3757574308422167 2.397028611066661 2.479391048380707 2.4855205626658132 2.6909816683331895 2.8333899332245815 2.9999999999999902 2.999999999999995 2.9999999999999964 2.9999999999999973 3.000000000000001 3.134087743225415 3.1635148016842125 3.2681461467114037 3.564268193439188 3.6107731585588407 3.6173830668621045 3.8272645362181477 3.838227724331224 3.8651617274666497 3.999999999999993 4.000000000000001 4.000000000000002 4.000000000000006 4.0000000000000195 4.207131845041345 4.576960603384471 4.637308160642444 4.740996502690566 4.849563523535394 4.924822747944268 4.992312951165906 5.0 5.000000000000004 5.000000000000018 5.0111496653892855 5.213891394621628 5.922349963553416 5.983030245904249 6.057028274303427 6.282698668994575 6.787688658522727 7.112128879601264 7.205092676163417 7.277783673864926 7.963809965449886 8.070675809520568 8.403053975033057 8.579273709573881 8.975635731489893 9.196534327309955 9.312736076403683 9.719672958455167 9.823454848651895 10.61378595490379 
(-1.607893172702356e-15+0j) (-5.701616513197092e-16+0j) (-4.084690430144054e-16+0j) (-3.874985765353739e-16+0j) (-2.7224145622109184e-16+0j) (-2.6089838414227623e-16-1.696938100856496e-16j) (-2.6089838414227623e-16+1.696938100856496e-16j) (-2.478598188901261e-16+0j) (-1.227668318550035e-16+0j) (-3.430344425419001e-17-2.3659180054121936e-16j) (-3.430344425419001e-17+2.3659180054121936e-16j) (-4.583016811763157e-18+0j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (2.3267800239583612e-16+0j) (3.2549684237984947e-16+0j) (7.446255241520284e-16+0j) (0.10319803742515718+0j) (0.1659687563703324+0j) (0.2170734323814194+0j) (0.3141813000417166+0j) (0.31643005306224387+0j) (0.4350284127889166+0j) (0.4641965341907821+0j) (0.4858630706647081+0j) (0.5105180182999461+0j) (0.5576065324780783+0j) (0.587062512157864+0j) (0.6313506281127632+0j) (0.8193028759346538+0j) (0.9999999999999989+0j) (0.9999999999999996+0j) (0.9999999999999996+0j) (1.0000000000000007+0j) (1.0000000000000027+0j) (1.0000000000000036+0j) (1.0947461569951829+0j) (1.101814296488888+0j) (1.250023977072692+0j) (1.4391528752899903+0j) (1.4659298032772714+0j) (1.4738423977352408+0j) (1.534280686234162+0j) (1.6624469779764273+0j) (1.845786143485008+0j) (1.9203028674775031+0j) (1.9999999999999964+0j) (1.999999999999999+0j) (1.999999999999999+0j) (1.9999999999999998+0j) (1.9999999999999998+0j) (2.000000000000001+0j) (2.0000000000000013+0j) (2.0000000000000013+0j) (2.0000000000000018+0j) (2.428006731683805+0j) (2.5682068960249413+0j) (2.585168203642917+0j) (2.593802367170327+0j) (2.999999999999999+0j) (3.0000000000000018+0j) (3.0000000000000027+0j) (3.000000000000003+0j) (3.000000000000004+0j) (3.1171754048631577+0j) (3.338900797225609+0j) (3.4435398550526495+0j) (3.482695954991707+0j) (3.7877105974265164+0j) (3.8484983191539057+0j) (3.8548288203288457+0j) (3.999999999999997+0j) (3.9999999999999973+0j) (3.9999999999999982+0j) (3.9999999999999987+0j) (3.9999999999999987+0j) (3.999999999999999+0j) (4.000000000000001+0j) (4.0000000000000036+0j) (4.267930032254252+0j) (4.398957129563133+0j) (4.731892850486043+0j) (5.086130197651486+0j) (5.097170740961816+0j) (5.107096376725484+0j) (5.201156937545759+0j) (5.661095908448257+0j) (5.836481647839515+0j) (5.8556869702790255+0j) (6.000000000000006+0j) (6.000000000000007+0j) (6.000000000000026+0j) (6.20098158636772+0j) (6.663165872351075+0j) (6.814570118058474+0j) (7.051374241731052+0j) (7.074706673505411+0j) (7.619181222287661+0j) (8.446411699530136+0j) (9.129849092218224+0j) (9.156563930635688+0j) (12.154956478054533+0j) 
(-8.150367093527263e-16+0j) (-3.850724470319652e-16+0j) 0j 0j 0j 0j 0j (4.143373486233778e-16-5.344616408425779e-16j) (4.143373486233778e-16+5.344616408425779e-16j) (0.0862254960544657+0j) (0.12383134230348432+0j) (0.1622160275722656+0j) (0.1724253778005982+0j) (0.23208138363855446+0j) (0.2743967979156177+0j) (0.28382736657067686+0j) (0.32848364454094475+0j) (0.3612375687987134+0j) (0.5261189566424797+0j) (0.5857864376269054+0j) (0.5966345960722207+0j) (0.6066708839708671+0j) (0.649020959164249+0j) (0.6946367962172222+0j) (0.7033536955886279+0j) (0.7098259996019066+0j) (0.7596452368210279+0j) (0.7880867429130256+0j) (0.8205652627377055+0j) (0.999999999999998+0j) (0.9999999999999984+0j) (0.9999999999999984+0j) (0.9999999999999991-1.5700924586837752e-16j) (0.9999999999999991+1.5700924586837752e-16j) (0.9999999999999996+0j) (1.0000000000000002+0j) (1.0000000000000004+0j) (1.0000000000000009+0j) (1.0042576866386597+0j) (1.0326412895207093+0j) (1.0886556818425908+0j) (1.3377024230157917+0j) (1.3595841849215216+0j) (1.4677691995409123+0j) (1.5050684233258824+0j) (1.5352024082500104+0j) (1.5612506903682524+0j) (1.6887223711353512+0j) (1.8084330679292477+0j) (1.9511496149033676+0j) (1.972811466142181+0j) (1.999999999999995+0j) (1.9999999999999987+0j) (1.9999999999999998+0j) (2.267254943718921+0j) (2.4529135958415584+0j) (2.5352062545190477+0j) (2.5539203710820564+0j) (2.570782682643981+0j) (2.621618946912695+0j) (2.842523754418894+0j) (2.9999999999999973+0j) (3.000000000000002+0j) (3.0000000000000036+0j) (3.00000000000001+0j) (3.2209293791952587+0j) (3.4142135623730967+0j) (3.51451116019081+0j) (3.784954480056682+0j) (3.850570526335307+0j) (3.884638168939233+0j) (3.9787674032327174+0j) (3.999999999999995+0j) (3.9999999999999956+0j) (3.999999999999997+0j) (3.999999999999999+0j) (4.000000000000004+0j) (4.921028195457917+0j) (4.999999999999999+0j) (5.000000000000002+0j) (5.0000000000000036+0j) (5.000000000000011+0j) (5.0000000000000115+0j) (5.000000000000025+0j) (5.069559546487656+0j) (5.152477774043418+0j) (5.300570437664615+0j) (5.951637971220569+0j) (6.0000000000000115+0j) (6.141940460743826+0j) (6.408732797074141+0j) (6.556806977601266+0j) (6.700636060543072+0j) (6.888406882802573+0j) (7.219735399571086+0j) (7.418628043858391+0j) (7.785063674352713+0j) (8.000000000000039+0j) (8.03373728333215+0j) (8.099368387319979+0j) (8.142320942284677+0j) (8.468680183291113+0j) (8.778519776562263+0j) (8.919364196562373+0j) (9.00207004023345+0j) (9.26298682590825+0j) (9.900911902435857+0j) (9.966584743828074+0j) (10.160629743657273+0j) (11.524237094780899+0j) (12.195074255107833+0j) (13.349075055960688+0j) (15.410091037767824+0j) 
(-8.916268622537894e-16-1.1269988712591312e-16j) (-8.916268622537894e-16+1.1269988712591312e-16j) (-4.1459477435798306e-16+0j) (-3.257760459656126e-16+0j) (-2.327647557366835e-16-1.6853963395179017e-16j) (-2.327647557366835e-16+1.6853963395179017e-16j) 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j 0j (1.231406729042669e-16+0j) (2.1078427324078525e-16+0j) (3.823896364164144e-16+0j) (5.950512654348105e-16+0j) (1.2276414033124992e-15+0j) (0.027317879905138006+0j) (0.1493352115944098+0j) (0.21847426417652843+0j) (0.24743028036307005+0j) (0.28077773258265215+0j) (0.343956268559935+0j) (0.3679679724135048+0j) (0.3998993894695157+0j) (0.4858101700463341+0j) (0.6111599538936425+0j) (0.6185996356851543+0j) (0.7312560361239835+0j) (0.7577606305754521+0j) (0.7783976379322727+0j) (0.7910566868942801+0j) (0.869673385551791+0j) (0.9999999999999987+0j) (0.9999999999999996-1.0547564075609531e-16j) (0.9999999999999996+0j) (0.9999999999999996+0j) (0.9999999999999996+1.0547564075609531e-16j) (1+0j) (1.0000000000000004+0j) (1.0000000000000004+0j) (1.0000000000000013+0j) (1.000000000000002+0j) (1.0472892446277868+0j) (1.144329492053054+0j) (1.3364465404077186+0j) (1.410531797253629+0j) (1.4515083547911913+0j) (1.5335885647869854+0j) (1.5663669415162065+0j) (1.583619814804855+0j) (1.7472392650774475+0j) (1.8586485814521616+0j) (2.0000000000000027+0j) (2.0000000000000044+0j) (2.32705546913232+0j) (2.461274356399181+0j) (2.9999999999999964+0j) (2.9999999999999973+0j) (2.9999999999999973+0j) (2.9999999999999982+0j) (2.9999999999999982+0j) (2.999999999999999+0j) (2.999999999999999+0j) (3+0j) (3.0000000000000004+0j) (3.0000000000000004+0j) (3.000000000000001+0j) (3.0000000000000018+0j) (3.000000000000002+0j) (3.000000000000002+0j) (3.0000000000000027+0j) (3.0000000000000115+0j) (3.218725822879045+0j) (3.3407714814457963+0j) (3.4160904144067885+0j) (3.614553344493381+0j) (3.7034428626001525+0j) (3.8415376633523968+0j) (3.846254156007194+0j) (3.862363255361722+0j) (3.887519503409819+0j) (3.9999999999999956+0j) (4.000000000000003+0j) (4.0000000000000036+0j) (4.000000000000006+0j) (4.000000000000016+0j) (4.1308883475392575+0j) (4.455872164873799+0j) (4.999999999999995+0j) (5.094480180842148+0j) (5.354061864605534+0j) (5.602767412698084+0j) (5.624357797785016+0j) (5.803242825247686+0j) (5.89068079101638+0j) (6.018937833931444+0j) (6.57778886667475+0j) (6.752227966961064+0j) (7.00000000000001+0j) (7.031038382707928+0j) (7.3519747514778295+0j) (7.460526335063602+0j) (8.28725290370796+0j) (9.083473143871924+0j) (10.323590610021194+0j) (11.278807758947949+0j) 
